source	year	id	url	suppfile
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM1_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1647-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1647-x	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1647-x/MediaObjects/13059_2019_1647_MOESM7_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM1_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1634-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1634-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1634-2/MediaObjects/13059_2019_1634_MOESM7_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1639-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1639-x	
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM1_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM7_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM8_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM9_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1644-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1644-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1644-0/MediaObjects/13059_2019_1644_MOESM10_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1627-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1627-1	
genomebiology	2019	/articles/10.1186/s13059-019-1635-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1635-1	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1635-1/MediaObjects/13059_2019_1635_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1620-8	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1620-8	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1620-8/MediaObjects/13059_2019_1620_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1637-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1637-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1637-z/MediaObjects/13059_2019_1637_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1637-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1637-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1637-z/MediaObjects/13059_2019_1637_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM7_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM8_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM9_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM10_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-018-1605-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1605-z	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1605-z/MediaObjects/13059_2018_1605_MOESM11_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1638-y	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1638-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1638-y/MediaObjects/13059_2019_1638_MOESM1_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1638-y	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1638-y	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1638-y/MediaObjects/13059_2019_1638_MOESM3_ESM.xlsx
